#TYPE System.Security.AccessControl.FileSystemAccessRule
"Path","FileSystemRights","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"X:\Data\Users\Sarah.Campbell","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Sarah.Campbell","FullControl","Allow","SERI\Sarah.Campbell","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Scott.Richardson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Scott.Richardson","FullControl","Allow","SERI\Scott.Richardson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Sean.Riley","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Sean.Riley","FullControl","Allow","SERI\Sean.Riley","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Sharon.Carter","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Sharon.Carter","FullControl","Allow","SERI\Sharon.Carter","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Shawn.Andrews","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Shawn.Andrews","FullControl","Allow","SERI\Shawn.Andrews","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Shirley.Rogers","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Shirley.Rogers","FullControl","Allow","SERI\Shirley.Rogers","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\SRV-IISService","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\SRV-IISService","FullControl","Allow","SERI\SRV-IISService","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\SRV-SQLServerDaemon","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\SRV-SQLServerDaemon","FullControl","Allow","SERI\SRV-SQLServerDaemon","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Stanley.Montgomery","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Stanley.Montgomery","FullControl","Allow","SERI\Stanley.Montgomery","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Stephanie.Coleman","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Stephanie.Coleman","FullControl","Allow","SERI\Stephanie.Coleman","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Stephen.Torres","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Stephen.Torres","FullControl","Allow","SERI\Stephen.Torres","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Steve.Robertson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Steve.Robertson","FullControl","Allow","SERI\Steve.Robertson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Steven.Green","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Steven.Green","FullControl","Allow","SERI\Steven.Green","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Susan.Martin","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Susan.Martin","FullControl","Allow","SERI\Susan.Martin","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Tammy.Daniels","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Tammy.Daniels","FullControl","Allow","SERI\Tammy.Daniels","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Teresa.Cole","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Teresa.Cole","FullControl","Allow","SERI\Teresa.Cole","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Terry.Fisher","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Terry.Fisher","FullControl","Allow","SERI\Terry.Fisher","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Theresa.Shaw","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Theresa.Shaw","FullControl","Allow","SERI\Theresa.Shaw","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Thomas.Martinez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Thomas.Martinez","FullControl","Allow","SERI\Thomas.Martinez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Tiffany.Alvarez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Tiffany.Alvarez","FullControl","Allow","SERI\Tiffany.Alvarez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Timothy.Morris","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Timothy.Morris","FullControl","Allow","SERI\Timothy.Morris","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Tina.Ruiz","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Tina.Ruiz","FullControl","Allow","SERI\Tina.Ruiz","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Todd.Olson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Todd.Olson","FullControl","Allow","SERI\Todd.Olson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Tony.Carr","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Tony.Carr","FullControl","Allow","SERI\Tony.Carr","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Tracy.Meyer","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Tracy.Meyer","FullControl","Allow","SERI\Tracy.Meyer","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Victor.Pierce","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Victor.Pierce","FullControl","Allow","SERI\Victor.Pierce","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Virginia.Ramirez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Virginia.Ramirez","FullControl","Allow","SERI\Virginia.Ramirez","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Walter.Henderson","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Walter.Henderson","FullControl","Allow","SERI\Walter.Henderson","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Wanda.Watkins","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Wanda.Watkins","FullControl","Allow","SERI\Wanda.Watkins","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Wayne.Gordon","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Wayne.Gordon","FullControl","Allow","SERI\Wayne.Gordon","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\William.Moore","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\William.Moore","FullControl","Allow","SERI\William.Moore","False","ContainerInherit, ObjectInherit","None"
"X:\Data\Users\Willie.Gomez","FullControl","Allow","BUILTIN\Administrators","False","None","None"
"X:\Data\Users\Willie.Gomez","FullControl","Allow","SERI\Willie.Gomez","False","ContainerInherit, ObjectInherit","None"
